customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_city,customer_state,customer_zipcode,customer_country,customer_segment,customer_street
8115,Kevin,Melton,XXXXXXXXX,XXXXXXXXX,Cupertino,CA,95014.0,EE. UU.,Consumer,5676 Gentle Square
8853,Richard,Ali,XXXXXXXXX,XXXXXXXXX,Littleton,CO,80126.0,EE. UU.,Consumer,760 Lazy Pines
8196,Kimberly,Sheppard,XXXXXXXXX,XXXXXXXXX,Eagle Pass,TX,78852.0,EE. UU.,Consumer,7910 Cotton Branch Highway
11686,Margaret,Daniel,XXXXXXXXX,XXXXXXXXX,Carlsbad,CA,92009.0,EE. UU.,Consumer,4554 Indian Point
8712,Emily,Stone,XXXXXXXXX,XXXXXXXXX,Riverside,CA,92504.0,EE. UU.,Consumer,6310 Shady View Square
8470,Anna,Horn,XXXXXXXXX,XXXXXXXXX,Escondido,CA,92026.0,EE. UU.,Consumer,889 Blue Ridge
9608,Jack,Lewis,XXXXXXXXX,XXXXXXXXX,Fontana,CA,92335.0,EE. UU.,Consumer,7717 Amber Woods
11760,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,Ballwin,MO,63021.0,EE. UU.,Consumer,9255 Thunder Butterfly Parkway
1996,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Brooklyn,NY,11220.0,EE. UU.,Consumer,2433 Noble Bear Beach
8703,Michael,Lozano,XXXXXXXXX,XXXXXXXXX,Carlisle,PA,17013.0,EE. UU.,Consumer,197 Quaking Trail
11078,Donna,Hoover,XXXXXXXXX,XXXXXXXXX,New Braunfels,TX,78130.0,EE. UU.,Consumer,1315 Honey Rabbit Link
7766,Jack,Smith,XXXXXXXXX,XXXXXXXXX,Saint Charles,MO,63301.0,EE. UU.,Consumer,8063 Golden Street
2717,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Spring Valley,NY,10977.0,EE. UU.,Consumer,3238 Pleasant Leaf Thicket
9324,Willie,Parker,XXXXXXXXX,XXXXXXXXX,Madison,WI,53704.0,EE. UU.,Consumer,4388 Burning Goose Ridge
8188,Timothy,Smith,XXXXXXXXX,XXXXXXXXX,Las Vegas,NV,89121.0,EE. UU.,Consumer,5041 Honey Round
3938,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Albuquerque,NM,87105.0,EE. UU.,Consumer,2556 Umber Autoroute
11700,Ruth,Smith,XXXXXXXXX,XXXXXXXXX,Goose Creek,SC,29445.0,EE. UU.,Consumer,4255 Dusty Gate Walk
8148,Daniel,Smith,XXXXXXXXX,XXXXXXXXX,Tampa,FL,33624.0,EE. UU.,Consumer,9790 Cinder Autumn Expressway
4308,William,Smith,XXXXXXXXX,XXXXXXXXX,Irvington,NJ,7111.0,EE. UU.,Consumer,3141 Misty Lookout
2553,Hannah,Ellison,XXXXXXXXX,XXXXXXXXX,Ontario,CA,91764.0,EE. UU.,Consumer,4720 Noble Hills Wynd
12416,Aaron,Cline,XXXXXXXXX,XXXXXXXXX,Bronx,NY,10467.0,EE. UU.,Consumer,9986 Wishing Stead
1733,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,Pharr,TX,78577.0,EE. UU.,Consumer,5875 Grand Campus
245,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,Yonkers,NY,10701.0,EE. UU.,Consumer,6425 Thunder Impasse
7457,Cheryl,Smith,XXXXXXXXX,XXXXXXXXX,El Monte,CA,91732.0,EE. UU.,Consumer,2845 Jagged Oak Vale
2861,Mary,Williamson,XXXXXXXXX,XXXXXXXXX,Honolulu,HI,96816.0,EE. UU.,Consumer,6925 Sunny Horse Impasse
6168,Arthur,Li,XXXXXXXXX,XXXXXXXXX,Pharr,TX,78577.0,EE. UU.,Consumer,7271 Rustic End
3980,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Winnetka,CA,91306.0,EE. UU.,Consumer,9890 Pleasant Highway
8488,Teresa,Allen,XXXXXXXXX,XXXXXXXXX,Pompano Beach,FL,33064.0,EE. UU.,Consumer,7096 Foggy Court
2278,Marie,Smith,XXXXXXXXX,XXXXXXXXX,Reynoldsburg,OH,43068.0,EE. UU.,Consumer,4171 Stony Fawn Pike
10823,Angela,Oconnell,XXXXXXXXX,XXXXXXXXX,Hamtramck,MI,48212.0,EE. UU.,Consumer,8621 Broad Forest
11928,Sharon,Chambers,XXXXXXXXX,XXXXXXXXX,Bolingbrook,IL,60440.0,EE. UU.,Consumer,872 Quaking Bluff Freeway
6248,Ronald,Hanson,XXXXXXXXX,XXXXXXXXX,Union City,CA,94587.0,EE. UU.,Consumer,5076 Amber Blossom Hollow
4789,Kathleen,Richmond,XXXXXXXXX,XXXXXXXXX,Medina,OH,44256.0,EE. UU.,Consumer,1454 Blue Circuit
9253,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,Fort Lauderdale,FL,33313.0,EE. UU.,Consumer,5593 Blue Anchor Avenue
10961,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Highland,CA,92346.0,EE. UU.,Consumer,8908 Lazy By-pass
188,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Los Angeles,CA,90019.0,EE. UU.,Consumer,771 Noble Parkway
11741,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Roseville,MI,48066.0,EE. UU.,Consumer,8093 Old Autumn Green
3971,John,Smith,XXXXXXXXX,XXXXXXXXX,Jonesboro,AR,72401.0,EE. UU.,Consumer,3549 Middle Gate Towers
2141,Mary,Le,XXXXXXXXX,XXXXXXXXX,Elk Grove,CA,95758.0,EE. UU.,Consumer,3133 Rocky Campus
12280,John,Smith,XXXXXXXXX,XXXXXXXXX,Tallahassee,FL,32308.0,EE. UU.,Consumer,1550 Rustic Grove Farms
4742,Bobby,Mcknight,XXXXXXXXX,XXXXXXXXX,Oceanside,CA,92057.0,EE. UU.,Consumer,1440 Wishing Point
3559,Susan,Wright,XXXXXXXXX,XXXXXXXXX,North Las Vegas,NV,89030.0,EE. UU.,Consumer,5234 Clear Horse Townline
638,Michael,Johnson,XXXXXXXXX,XXXXXXXXX,Bridgeton,NJ,8302.0,EE. UU.,Consumer,3856 Heather Island Ridge
2110,Cynthia,Myers,XXXXXXXXX,XXXXXXXXX,Fullerton,CA,92833.0,EE. UU.,Consumer,263 Harvest Wood
11731,Scott,Smith,XXXXXXXXX,XXXXXXXXX,Encinitas,CA,92024.0,EE. UU.,Consumer,777 Blue Hills Court
5977,Amanda,Shaffer,XXXXXXXXX,XXXXXXXXX,Montebello,CA,90640.0,EE. UU.,Consumer,633 Blue Bear Edge
9459,Stephen,Bond,XXXXXXXXX,XXXXXXXXX,San Francisco,CA,94109.0,EE. UU.,Consumer,9077 Honey Route
4187,Jesse,Mack,XXXXXXXXX,XXXXXXXXX,Augusta,GA,30907.0,EE. UU.,Consumer,9674 Shady Gardens
1015,Jordan,Smith,XXXXXXXXX,XXXXXXXXX,Glenview,IL,60025.0,EE. UU.,Consumer,5593 Merry Pine Dell
9252,Mary,Summers,XXXXXXXXX,XXXXXXXXX,Chicago,IL,60647.0,EE. UU.,Consumer,7585 Fallen Berry Green
2975,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Tempe,AZ,85282.0,EE. UU.,Consumer,8263 Harvest Estates
4452,Joyce,Lopez,XXXXXXXXX,XXXXXXXXX,Freeport,NY,11520.0,EE. UU.,Consumer,3243 Shady Corner
6652,Sharon,Hammond,XXXXXXXXX,XXXXXXXXX,San Jose,CA,95111.0,EE. UU.,Consumer,599 Sleepy Townline
3365,William,Crawford,XXXXXXXXX,XXXXXXXXX,Rock Hill,SC,29730.0,EE. UU.,Consumer,7392 Pleasant Horse Orchard
3369,Joseph,Clark,XXXXXXXXX,XXXXXXXXX,Rome,NY,13440.0,EE. UU.,Consumer,8056 Golden Log Bend
895,Dorothy,Villegas,XXXXXXXXX,XXXXXXXXX,Chicago,IL,60660.0,EE. UU.,Consumer,1531 Jagged Dale Heath
7390,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,New Bedford,MA,2740.0,EE. UU.,Consumer,9447 Dusty Beacon Turnabout
2149,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Tucson,AZ,85746.0,EE. UU.,Consumer,287 Round Thicket
6075,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Austin,TX,78753.0,EE. UU.,Consumer,4546 Golden Hills Ridge
5481,Mary,Hall,XXXXXXXXX,XXXXXXXXX,Scottsdale,AZ,85254.0,EE. UU.,Consumer,8340 Misty Anchor Private
10731,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Riverside,CA,92507.0,EE. UU.,Consumer,6630 Sleepy Mews
11654,Michelle,Acosta,XXXXXXXXX,XXXXXXXXX,Santa Cruz,CA,95060.0,EE. UU.,Consumer,6281 Round Farm
6397,Mary,Carr,XXXXXXXXX,XXXXXXXXX,Oregon City,OR,97045.0,EE. UU.,Consumer,2280 High Hill
6906,Rebecca,Watkins,XXXXXXXXX,XXXXXXXXX,Dallas,TX,75217.0,EE. UU.,Consumer,2122 Red Hollow
6600,Arthur,Smith,XXXXXXXXX,XXXXXXXXX,Escondido,CA,92026.0,EE. UU.,Consumer,9524 Rocky Loop
11073,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Tonawanda,NY,14150.0,EE. UU.,Consumer,475 Colonial Autoroute
1191,Mary,Fitzpatrick,XXXXXXXXX,XXXXXXXXX,Annandale,VA,22003.0,EE. UU.,Consumer,1531 Jagged Dale Heath
8102,David,Smith,XXXXXXXXX,XXXXXXXXX,Memphis,TN,38118.0,EE. UU.,Consumer,805 Amber Hills Crossing
7051,Russell,Smith,XXXXXXXXX,XXXXXXXXX,Wheaton,IL,60187.0,EE. UU.,Consumer,8852 Shady Glade
4044,Stephen,Smith,XXXXXXXXX,XXXXXXXXX,Plano,TX,75023.0,EE. UU.,Consumer,6629 Iron Embers View
235,David,Smith,XXXXXXXXX,XXXXXXXXX,Piscataway,NJ,8854.0,EE. UU.,Consumer,75 Sunny Grounds
703,Joan,Kelly,XXXXXXXXX,XXXXXXXXX,Miami,FL,33155.0,EE. UU.,Consumer,9889 Blue Treasure Circuit
5289,Jacob,Russo,XXXXXXXXX,XXXXXXXXX,Bismarck,ND,58501.0,EE. UU.,Consumer,5335 Foggy Jetty
3916,Mary,Hensley,XXXXXXXXX,XXXXXXXXX,Chesapeake,VA,23322.0,EE. UU.,Consumer,9696 Lost Parade
9600,Nicholas,Sanders,XXXXXXXXX,XXXXXXXXX,Toms River,NJ,8753.0,EE. UU.,Consumer,2089 Old Avenue
9107,Mark,Nunez,XXXXXXXXX,XXXXXXXXX,Los Angeles,CA,90063.0,EE. UU.,Consumer,2459 Round Spring Towers
5979,Mary,Kerr,XXXXXXXXX,XXXXXXXXX,Vista,CA,92084.0,EE. UU.,Consumer,2199 Hazy Creek Farms
3934,Joseph,Smith,XXXXXXXXX,XXXXXXXXX,Algonquin,IL,60102.0,EE. UU.,Consumer,4616 Red Anchor Gardens
9426,Jack,Smith,XXXXXXXXX,XXXXXXXXX,Aurora,CO,80013.0,EE. UU.,Consumer,8943 Thunder Close
2513,Cynthia,Smith,XXXXXXXXX,XXXXXXXXX,Philadelphia,PA,19144.0,EE. UU.,Consumer,229 Dewy Road
10632,Mary,Williams,XXXXXXXXX,XXXXXXXXX,Escondido,CA,92025.0,EE. UU.,Consumer,4906 Umber Lookout
9154,Anna,Gillespie,XXXXXXXXX,XXXXXXXXX,Detroit,MI,48224.0,EE. UU.,Consumer,8546 Thunder Goose Inlet
9897,Marilyn,Smith,XXXXXXXXX,XXXXXXXXX,San Jose,CA,95127.0,EE. UU.,Consumer,2469 Blue Brook Crossing
11198,Samuel,Smith,XXXXXXXXX,XXXXXXXXX,Marietta,GA,30067.0,EE. UU.,Consumer,8684 Golden Point
1753,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,Pekin,IL,61554.0,EE. UU.,Consumer,5995 Shady Anchor Canyon
2790,Mary,Nielsen,XXXXXXXXX,XXXXXXXXX,Santa Ana,CA,92705.0,EE. UU.,Consumer,3261 Little Meadow
1756,Jason,Dixon,XXXXXXXXX,XXXXXXXXX,Dallas,TX,75227.0,EE. UU.,Consumer,7494 Emerald Terrace
10042,Christopher,Hatfield,XXXXXXXXX,XXXXXXXXX,Canyon Country,CA,91351.0,EE. UU.,Consumer,5721 Rocky Pond Glade
9698,Mary,Lee,XXXXXXXXX,XXXXXXXXX,Indianapolis,IN,46226.0,EE. UU.,Consumer,1191 Merry Rabbit Acres
1448,Mary,Murray,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7732 Lazy View Crest
9072,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4948 Stony Close
2569,Mary,Duncan,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4494 Harvest Bay
5038,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6847 Broad Orchard
2683,Mary,Gallegos,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7798 Dusty Path
197,Ruth,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2311 Green Zephyr Rise
7200,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3899 Blue Nook
12018,Raymond,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6159 Amber Place
12240,Mary,Levy,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5382 Cinder Mountain
10311,Joyce,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8510 Harvest Lake Parade
8203,Nicole,Harrison,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,710 Rustic Inlet
3948,George,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6734 Grand Leaf Pathway
10969,Mary,Tran,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7331 Velvet Fox Walk
10461,Jessica,Weber,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1214 Dusty Crescent
11344,Mary,Sparks,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1534 Cinder View Thicket
10852,Mary,Haynes,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,223 Sleepy Trace
2095,Brenda,Bailey,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9226 Emerald Pony Farm
6145,Tiffany,Wade,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3614 Misty Mall 
7101,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9503 Hazy Pine Edge
10053,Rebecca,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7087 Middle Loop
1234,Steven,Bond,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2743 Velvet Timber Carrefour
6900,Judith,Pham,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2577 Dewy Apple Abbey
7614,Paul,Martin,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6468 Fallen Close
9177,Mary,Nelson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1509 Burning Spring Vista
346,Edward,Stephens,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5131 Honey Spring Farm
10240,Mary,Pitts,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5953 Lost Plaza
3767,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1116 Silent Crest
3230,Mary,Jones,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3051 Dewy Creek Harbour
9531,Mary,Cherry,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5387 Amber Campus
5361,John,Molina,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7175 Pleasant View
4565,Marilyn,Stone,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7509 Dewy Key
3047,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8549 Dusty View Mountain
12319,Laura,Woodward,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6231 Fallen Range
1326,Mary,Edwards,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5399 Velvet Terrace
4528,Karen,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8172 Jagged Pond Vale
6706,Carolyn,Harmon,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4462 Burning Fox Mall 
4350,Mary,Turner,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4776 Pleasant Pioneer Cape
5971,Philip,Johnson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8963 Hidden Panda Meadow
9285,Gloria,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,423 Quaking Plaza
7757,Donna,Davis,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8382 Rustic Branch Dale
9604,Nathan,Kane,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1070 Wishing Panda Ramp
2402,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6759 Clear Maze
1117,Arthur,Maddox,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6829 Umber Isle
6165,Mary,Gardner,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3886 Silent View Range
1916,Jason,Robinson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3913 Old Link
2796,Mary,Matthews,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3460 Misty Elk Diversion
39,Juan,Mckinney,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7274 Blue Wagon  Villas
5533,Mary,Harrison,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,852 Rocky Brook Mountain
11129,Danielle,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1936 Hazy Goose Mount
8845,Robert,Deleon,XXXXXXXXX,XXXXXXXXX,San Juan,PR,921.0,Puerto Rico,Consumer,4062 Dusty Quail Ridge
9304,Janet,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4972 Rocky Street
3677,Sandra,Edwards,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7762 Rocky Carrefour
10517,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3261 Heather Estates
10548,Mary,Guerrero,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1321 Honey Embers Mount
7270,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,100 Clear Forest Highway
4622,Mary,Holder,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6072 Heather Landing
1748,Mark,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1655 Foggy Rise Swale
4775,Walter,Wright,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7668 Rustic Route
7948,Ethan,Allison,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1548 Lazy Circuit
1627,Mary,Gonzales,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7320 Wishing Rise Mall 
1243,Joan,Rosales,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1777 High Alley
7635,Mary,Bridges,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3611 Crystal Pony Park
3142,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4352 Quiet Horse Via
8024,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3006 Sleepy Leaf Farm
5023,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4197 Emerald Hollow
9581,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7130 Velvet Jetty
9294,Mary,Blackwell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9922 Misty Oak Inlet
3797,David,Gutierrez,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8321 Little Stead
11999,Johnny,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4729 Quiet Dale Limits
3715,Debra,Burnett,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9889 Little Blossom Wood
2922,Madison,Russo,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7449 Sleepy Edge
967,Madison,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8688 Fallen Anchor Lookout
8481,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9393 Honey Autoroute
8205,Lawrence,Cummings,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,6716 Wishing Pioneer Thicket
11380,Jane,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9299 Heather Deer Pathway
12052,Mary,Burke,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3019 Old Mews
3915,Heather,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7370 Sunny Mountain
8051,Emily,Hutchinson,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1467 Wishing Anchor Centre
3249,Mary,Mcgrath,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4113 Merry Barn Expressway
7894,Emma,Moore,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9666 Middle Oak Bank
9197,Mary,Sutton,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5224 Sleepy Townline
5855,Daniel,Young,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5482 Amber Park
4611,Dorothy,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3926 Stony Gardens
1657,Betty,Phillips,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1475 Red Berry Village
9202,Mary,Skinner,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4563 Silver Rabbit Island
9368,Mary,Cabrera,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7464 Quaking Stead
712,Mary,Ayala,XXXXXXXXX,XXXXXXXXX,Vega Baja,PR,693.0,Puerto Rico,Consumer,3033 Tawny Zephyr Cape
12279,Mary,Dunn,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5860 Grand Limits
8520,Denise,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2557 Gentle Treasure Extension
3373,Mary,Willis,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9749 Red Barn Harbour
8587,James,Roy,XXXXXXXXX,XXXXXXXXX,San Juan,PR,921.0,Puerto Rico,Consumer,2845 Misty Mountain Freeway
288,Judith,Smith,XXXXXXXXX,XXXXXXXXX,San Juan,PR,921.0,Puerto Rico,Consumer,3257 Sleepy View Downs
8004,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,7780 Cozy Pond Court
1507,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,436 Noble Shadow Estates
228,Jessica,Clark,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,521 Fallen Lagoon Glade
10753,Gregory,Mitchell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8093 Green Leaf Vista
2368,Mary,Medina,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,952 Misty Brook Highlands
9484,Mary,Howell,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3888 Rustic Line
7005,James,Carpenter,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8307 Merry Pointe
9164,Frances,Estrada,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,3261 Little Meadow
10500,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1800 Tawny Zephyr Terrace
3814,Eric,Salazar,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2104 Green Landing
4346,James,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,2059 Cozy Field
2233,Jack,Duke,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4352 Hazy Hickory Road
7045,Helen,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,9539 Velvet Trace
7330,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4712 Quiet Sky Close
2136,Catherine,Turner,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,1116 Hazy Path
12333,Mary,Thomas,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,4849 Foggy Zephyr Cape
2062,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,5645 Sunny Spring Gate
2518,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,826 Tawny Embers Expressway
7007,Mary,Mckinney,XXXXXXXXX,XXXXXXXXX,Caguas,PR,725.0,Puerto Rico,Consumer,8560 Rustic Pond Promenade
